"Plate name 96",96," 384 plate","Row 384","Column 384","1536 plate","1536 row","1536 column",Comment,MutantID,"PA14 Genomic Position","PA14 Genome BLASTN Bit Score","Unambiguous Insertion Location?","""Active"" Gene Locus","""Active"" GeneID","Tn insertion position within ""Active"" Gene (bp)","""Active"" Gene Length (bp)","PAO1 ortholog of ""Active"" gene","""Active"" Gene Name","""Active"" Gene Description","All predicted Gene Locus Names (Intragenic Position/Gene Length), ('*' indicates ""Active"" gene)","All Predicted GeneIDs","PAO1 Orthologs","PA14 NR Set Comments",,,,,
PAMr_nr_mas_13_3,A1,13,2,1,4,3,1,,54413,2490062,226,Y,PA14_28840,GID6141,660,2211,,,helicase,PA14_28840(660/2211),GID6141,,,,,,,"COG0513|Superfamily II DNA and RNA helicases [DNA replication, recombination, and repair / Transcription / Translation, ribosomal structure and biogenesis]"
PAMr_nr_mas_13_3,A2,13,2,3,4,3,5,,54414,5648079,93.7,Y,PA14_63280,GID2084,247,1002,PA4787,,"transcriptional regulator",PA14_63280(247/1002),GID2084,PA4787,,,,,,"COG2169|Adenosine deaminase [Nucleotide transport and metabolism]"
PAMr_nr_mas_13_3,A3,13,2,5,4,3,9,,54417,4886436,482,Y,PA14_55020,GID5507,560,1023,,,"ABC transporter permease","""permease component""""""",PA14_55020(560/1023),GID5507,,,,,,"COG4139|ABC-type cobalamin transport system, permease component [Coenzyme metabolism]"
PAMr_nr_mas_13_3,A4,13,2,7,4,3,13,,54420,2279165,117,Y,PA14_26090,GID2119,482,960,PA2934,,hydrolase,PA14_26090(482/960),GID2119,PA2934,,,,,,"COG2267|Lysophospholipase [Lipid metabolism]"
PAMr_nr_mas_13_3,A5,13,2,9,4,3,17,,54422,3828704,222,Y,PA14_43030,GID785,359,1476,PA1658,,"hypothetical protein","""""""PA14_43030(359/1476)""","""PA14_43010*(1724/2517)""""""","""""""GID785""","""GID5760""""""",PA1658,,,,"COG3517|Predicted component of the type VI protein secretion system [Intracellular trafficking, secretion, and    vesicular transport]"
PAMr_nr_mas_13_3,A6,13,2,11,4,3,21,,54440,5093459,163,Y,PA14_57170,GID319,1906,2097,PA4398,,"two-component sensor",PA14_57170(1906/2097),GID319,PA4398,,,,,,"COG4251|Bacteriophytochrome (light-regulated signal transduction histidine kinase) [Signal transduction mechanisms]"
PAMr_nr_mas_13_3,A7,13,2,13,4,3,25,,54442,6251815,856,Y,PA14_70100,GID1150,780,1320,PA5309,,oxidoreductase,"""""""PA14_70100(780/1320)""","""PA14_70090*(586/1371)""""""","""""""GID1150""","""GID6918""""""",PA5309,,,,"COG1053|Succinate dehydrogenase/fumarate reductase, flavoprotein subunit [Energy production and conversion]"
PAMr_nr_mas_13_3,A8,13,2,15,4,3,29,,54445,3567060,426,Y,PA14_40030,GID3362,189,693,PA1894,,"hypothetical protein",PA14_40030(189/693),GID3362,PA1894,,,,,,
PAMr_nr_mas_13_3,A9,13,2,17,4,3,33,,54472,2648779,375,Y,PA14_30590,GID129,307,2655,PA2590,,"outer membrane receptor protein",PA14_30590(307/2655),GID129,PA2590,,,,,,"COG4772|Outer membrane receptor for Fe3+-dicitrate [Inorganic ion transport and metabolism]"
PAMr_nr_mas_13_3,A10,13,2,19,4,3,37,,54474,2127497,708,Y,PA14_24420,GID2350,173,939,PA3071,,"hypothetical protein",PA14_24420(173/939),GID2350,PA3071,,,,,,"COG1721|Uncharacterized conserved protein (some members contain a von Willebrand factor type A (vWA) domain) [General function prediction only]"
PAMr_nr_mas_13_3,A11,13,2,21,4,3,41,,54502,3481941,837,Y,PA14_39050,GID1277,816,1314,PA1971,braZ,"branched-chain amino acid transport carrier","""""""PA14_39050(816/1314)""","""PA14_39040*(388/1371)""""""","""""""GID1277""","""GID3974""""""",PA1971,,,,"COG1114|Branched-chain amino acid permeases [Amino acid transport and metabolism]"
PAMr_nr_mas_13_3,A12,13,2,23,4,3,45,,54508,3308174,200,Y,PA14_37120,GID2358,51,933,PA2123,,"LysR family transcriptional regulator","""LysR family""""""",PA14_37120(51/933),GID2358,PA2123,,,,,"COG0583|Transcriptional regulator [Transcription]"
PAMr_nr_mas_13_3,B1,13,4,1,4,7,1,,54509,4328343,115,Y,PA14_48660,GID2426,514,936,PA1209,,"hypothetical protein",PA14_48660(514/936),GID2426,PA1209,,,,,,"COG0607|Rhodanese-related sulfurtransferase [Inorganic ion transport and metabolism]"
PAMr_nr_mas_13_3,B2,13,4,3,4,7,5,,54510,4684392,420,Y,PA14_52840,GID2138,674,996,PA0884,,"C4-dicarboxylate-binding periplasmic protein","""""""PA14_52840(674/996)""","""PA14_52830*(827/1887)""""""","""""""GID2138""","""GID5563""""""",PA0884,,,,"COG1638|TRAP-type C4-dicarboxylate transport system, periplasmic component [Carbohydrate transport and metabolism]"
PAMr_nr_mas_13_3,B3,13,4,5,4,7,9,,54511,576488,317,Y,PA14_06600,GID462,1601,1806,PA0506,,"acyl-CoA dehydrogenase","""""""PA14_06600(1601/1806)""","""PA14_06590*(212/2058)""""""","""""""GID462""","""GID7158""""""",PA0506,,,,"COG1960|Acyl-CoA dehydrogenases [Lipid metabolism]"
PAMr_nr_mas_13_3,B4,13,4,7,4,7,13,,54516,6186714,741,Y,PA14_69340,GID436,21,1917,PA5252,,"ABC transporter ATP-binding protein",PA14_69340(21/1917),GID436,PA5252,,,,,,"COG4175|ABC-type proline/glycine betaine transport system, ATPase component [Amino acid transport and metabolism]"
PAMr_nr_mas_13_3,B5,13,4,9,4,7,17,,54519,5849912,167,Y,PA14_65670,GID3739,28,621,PA4968,,"hypothetical protein",PA14_65670(28/621),GID3739,PA4968,,,,,,"COG3150|Predicted esterase [General function prediction only]"
PAMr_nr_mas_13_3,B6,13,4,11,4,7,21,,54528,4296770,216,Y,PA14_48300,GID835,116,1512,PA1236,,"MFS transporter","""""""PA14_48300(116/1512)""","""PA14_48290*(1286/1533)""""""","""""""GID835""","""GID5643""""""",PA1236,,,,"COG2814|Arabinose efflux permease [Carbohydrate transport and metabolism]"
PAMr_nr_mas_13_3,B7,13,4,13,4,7,25,,54548,419421,642,Y,PA14_04730,GID563,1451,1734,PA0361,,gamma-glutamyltranspeptidase,"""""""PA14_04730(1451/1734)""",PA14_04720*(1461/1806),"""PA14_04740*(281/1773)""""""","""""""GID563""",GID7113,"""GID7114""""""",PA0361,,"COG0405|Gamma-glutamyltransferase [Amino acid transport and metabolism]"
PAMr_nr_mas_13_3,B8,13,4,15,4,7,29,,54555,5788760,174,Y,PA14_64940,GID3815,320,603,PA4917,,"hypothetical protein",PA14_64940(320/603),GID3815,PA4917,,,,,,"COG1057|Nicotinic acid mononucleotide adenylyltransferase [Coenzyme metabolism]"
PAMr_nr_mas_13_3,B9,13,4,17,4,7,33,,54560,2084872,543,Y,PA14_23990,GID812,5,1509,PA3103,xcpR,"general secretion pathway protein E",PA14_23990(5/1509),GID812,PA3103,,,,,,"COG4962|Flp pilus assembly protein, ATPase CpaF [Intracellular trafficking and secretion]"
PAMr_nr_mas_13_3,B10,13,4,19,4,7,37,,54565,1447868,278,Y,PA14_16890,GID471,185,1848,PA3670,,"auxiliary component of ABC transporter",PA14_16890(185/1848),GID471,PA3670,,,,,,"COG3225|ABC-type uncharacterized transport system involved in gliding motility, auxiliary component [Cell motility and secretion]"
PAMr_nr_mas_13_3,B11,13,4,21,4,7,41,,54581,2407338,178,Y,EMPTY,,,,,,,PA14_27750*(248/663),GID4181,,,,,,,
PAMr_nr_mas_13_3,B12,13,4,23,4,7,45,,54588,1595267,208,Y,PA14_18580,GID1194,42,1311,PA3540,algD,"GDP-mannose 6-dehydrogenase AlgD",PA14_18580(42/1311),GID1194,PA3540,,,,,,"COG0677|UDP-N-acetyl-D-mannosaminuronate dehydrogenase [Cell envelope biogenesis, outer membrane]"
PAMr_nr_mas_13_3,C1,13,6,1,4,11,1,,54594,5328749,373,Y,PA14_59830,GID777,136,1482,,,helicase,PA14_59830(136/1482),GID777,,,,,,,"COG0210|Superfamily I DNA and RNA helicases [DNA replication, recombination, and repair]"
PAMr_nr_mas_13_3,C2,13,6,3,4,11,5,,54596,5757910,400,Y,PA14_64640,GID3784,149,630,PA4890,,"TetR family transcriptional regulator","""TetR family""""""",PA14_64640(149/630),GID3784,PA4890,,,,,"COG1309|Transcriptional regulator [Transcription]"
PAMr_nr_mas_13_3,C3,13,6,5,4,11,9,,54608,1800181,355,Y,PA14_20890,GID2039,26,999,PA3337,rfaD,ADP-L-glycero-D-manno-heptose-6-epimerase,PA14_20890(26/999),GID2039,PA3337,,,,,,"COG1088|dTDP-D-glucose 4,6-dehydratase [Cell envelope biogenesis, outer membrane]"
PAMr_nr_mas_13_3,C4,13,6,7,4,11,13,,54623,1566669,502,Y,PA14_18260,GID2412,81,945,PA3561,fruK,1-phosphofructokinase,PA14_18260(81/945),GID2412,PA3561,,,,,,"COG0524|Sugar kinases, ribokinase family [Carbohydrate transport and metabolism]"
PAMr_nr_mas_13_3,C5,13,6,9,4,11,17,,54624,6124674,97.6,Y,PA14_68680,GID1183,95,1320,PA5199,envZ,"two-component sensor EnvZ","""""""PA14_68680(95/1320)""","""PA14_68690*(1130/1539)""""""","""""""GID1183""","""GID6883""""""",PA5199,,,,"COG3850|Signal transduction histidine kinase, nitrate/nitrite-specific [Signal transduction mechanisms]"
PAMr_nr_mas_13_3,C6,13,6,11,4,11,21,,54625,1390502,192,Y,PA14_16270,GID5022,22,351,PA3722,,"hypothetical protein",PA14_16270(22/351),GID5022,PA3722,,,,,,
PAMr_nr_mas_13_3,C7,13,6,13,4,11,25,,54634,1781514,335,Y,PA14_20680,GID1215,713,1305,PA3355,,"MFS transporter","""""""PA14_20680(713/1305)""","""PA14_20660*(236/2454)""""""","""""""GID1215""","""GID6326""""""",PA3355,,,,
PAMr_nr_mas_13_3,C8,13,6,15,4,11,29,,54641,3913272,850,Y,PA14_43950,GID1618,57,1167,PA1588,sucC,"succinyl-CoA synthetase subunit beta","""""""PA14_43950(57/1167)""","""PA14_43960*(1084/1164)""""""","""""""GID1618""","""GID5739""""""",PA1588,"""""""Low/no growth""","""repicked in PAMr_nr_mas_14_3:C07""""""",,"COG0151|Phosphoribosylamine-glycine ligase [Nucleotide transport and metabolism]"
PAMr_nr_mas_13_3,C9,13,6,17,4,11,33,,54669,2412271,325,Y,PA14_27840,GID3780,230,618,PA2807,,"hypothetical protein",PA14_27840(230/618),GID3780,PA2807,,,,,,"COG4454|Uncharacterized copper-binding protein [Inorganic ion transport and metabolism]"
PAMr_nr_mas_13_3,C10,13,6,19,4,11,37,,54675,6323311,123,Y,PA14_70950,GID857,266,1473,PA5373,betB,"betaine aldehyde dehydrogenase","""""""PA14_70950(266/1473)""","""PA14_70960*(1151/2148)""""""","""""""GID857""","""GID6936""""""",PA5373,,,,"COG4230|Delta 1-pyrroline-5-carboxylate dehydrogenase [Energy production and conversion]"
PAMr_nr_mas_13_3,C11,13,6,21,4,11,41,,54678,41156,137,Y,PA14_00490,GID556,24,1689,PA0040,,"hemolysin activation/secretion protein",PA14_00490(24/1689),GID556,PA0040,,,,,,"COG2831|Hemolysin activation/secretion protein [Intracellular trafficking and secretion]"
PAMr_nr_mas_13_3,C12,13,6,23,4,11,45,,54681,2846769,450,Y,PA14_32780,GID555,12,1698,PA2463,,"hypothetical protein",PA14_32780(12/1698),GID555,PA2463,,,,,,"COG2831|Hemolysin activation/secretion protein [Intracellular trafficking and secretion]"
PAMr_nr_mas_13_3,D1,13,8,1,4,15,1,,54691,1768311,573,Y,PA14_20550,GID4926,31,339,PA3367,,"hypothetical protein","""""""PA14_20550(31/339)""","""PA14_20540*(315/444)""""""","""""""GID4926""","""GID7255""""""",PA3367,,,,
PAMr_nr_mas_13_3,D2,13,8,3,4,15,5,,54696,6308661,218,Y,EMPTY,,,,,,,"""""""PA14_70820*(1704/1788)""","""PA14_70840*(32/2346)""""""","""""""GID6934""","""GID6935""""""",,,,,
PAMr_nr_mas_13_3,D3,13,8,5,4,15,9,,54701,5095538,470,Y,PA14_57200,GID3637,402,636,PA4401,,"glutathione S-transferase",PA14_57200(402/636),GID3637,PA4401,,,,,,"COG0625|Glutathione S-transferase [Posttranslational modification, protein turnover, chaperones]"
PAMr_nr_mas_13_3,D4,13,8,7,4,15,13,,54703,659443,315,Y,PA14_07660,GID1273,8,1272,PA0587,,"hypothetical protein","""""""PA14_07660(8/1272)""","""PA14_07670*(1133/1326)""""""","""""""GID1273""","""GID7183""""""",PA0587,,,,"COG2718|Uncharacterized conserved protein [Function unknown]"
PAMr_nr_mas_13_3,D5,13,8,9,4,15,17,,54726,1862629,952,Y,PA14_21480,GID3960,124,555,PA3291,,"hypothetical protein",PA14_21480(124/555),GID3960,PA3291,,,,,,
PAMr_nr_mas_13_3,D6,13,8,11,4,15,21,,54740,2150305,961,Y,PA14_24600,GID404,767,1905,PA3054,,carboxypeptidase,PA14_24600(767/1905),GID404,PA3054,,,,,,"COG2866|Predicted carboxypeptidase [Amino acid transport and metabolism]"
PAMr_nr_mas_13_3,D7,13,8,13,4,15,25,,54745,2657950,167,Y,PA14_30660,GID486,1802,1827,PA2585,uvrC,"excinuclease ABC subunit C","""""""PA14_30660(1802/1827)""","""PA14_30640*(17/2751)""""""","""""""GID486""","""GID6106""""""",PA2585,,,,"COG1948|ERCC4-type nuclease [DNA replication, recombination, and repair]"
PAMr_nr_mas_13_3,D8,13,8,15,4,15,29,,54753,5344135,739,Y,PA14_60010,GID5019,10,342,,,"hypothetical protein",PA14_60010(10/342),GID5019,,,,,,,
PAMr_nr_mas_13_3,D9,13,8,17,4,15,33,,54760,4168353,220,Y,PA14_46800,GID1650,1027,1212,PA1352,,"hypothetical protein",PA14_46800(1027/1212),GID1650,PA1352,,,,,,
PAMr_nr_mas_13_3,D10,13,8,19,4,15,37,,54780,4750819,1176,Y,PA14_53570,GID5548,504,777,,,integrase,PA14_53570(504/777),GID5548,,,,,,,"COG0582|Integrase [DNA replication, recombination, and repair]"
PAMr_nr_mas_13_3,D11,13,8,21,4,15,41,,54783,4267929,452,Y,PA14_47930,GID536,1615,1743,PA1259,,"hypothetical protein",PA14_47930(1615/1743),GID536,PA1259,,,,,,"COG1786|Swiveling domain associated with predicted aconitase [Energy    production and conversion]"
PAMr_nr_mas_13_3,D12,13,8,23,4,15,45,,54785,3877677,353,Y,PA14_43540,GID2729,478,861,PA1622,,hydrolase,PA14_43540(478/861),GID2729,PA1622,,,,,,"COG2267|Lysophospholipase [Lipid metabolism]"
PAMr_nr_mas_13_3,E1,13,10,1,4,19,1,,54790,1332833,468,Y,PA14_15670,GID841,325,1392,PA3768,,metallo-oxidoreductase,PA14_15670(325/1392),GID841,PA3768,,,,,,"COG2132|Putative multicopper oxidases [Secondary metabolites biosynthesis, transport, and catabolism]"
PAMr_nr_mas_13_3,E2,13,10,3,4,19,5,,54793,497463,490,Y,PA14_05620,GID906,1404,1410,PA0432,sahH,"S-adenosyl-L-homocysteine hydrolase","""""""PA14_05620(1404/1410)""","""PA14_05610*(49/1458)""""""","""""""GID906""","""GID7131""""""",PA0432,,,,"COG0499|S-adenosylhomocysteine hydrolase [Coenzyme metabolism]"
PAMr_nr_mas_13_3,E3,13,10,5,4,19,9,,54794,4115109,145,Y,PA14_46260,GID3218,454,759,PA1406,,"hypothetical protein",PA14_46260(454/759),GID3218,PA1406,,,,,,
PAMr_nr_mas_13_3,E4,13,10,7,4,19,13,,54795,4057045,220,Y,PA14_45590,GID261,147,2262,PA1458,,"two-component sensor","""""""PA14_45590(147/2262)""","""PA14_45600*(1975/2238)""""""","""""""GID261""","""GID5704""""""",PA1458,,,,"COG3290|Signal transduction histidine kinase regulating citrate/malate metabolism [Signal transduction mechanisms]"
PAMr_nr_mas_13_3,E5,13,10,9,4,19,17,,54815,6204625,769,Y,PA14_69550,GID376,1271,2043,PA5266,PA5266,"hypothetical protein",PA14_69550(1271/2043),GID376,PA5266,,,,,,"COG3501|Uncharacterized protein conserved in bacteria [Function unknown]"
PAMr_nr_mas_13_3,E6,13,10,11,4,19,21,,54819,4006229,309,Y,PA14_44930,GID5254,55,261,PA1508,,"hypothetical protein",PA14_44930(55/261),GID5254,PA1508,,,,,,"COG4104|Uncharacterized conserved protein [Function unknown]"
PAMr_nr_mas_13_3,E7,13,10,13,4,19,25,,54822,5033369,430,Y,PA14_56430,GID3129,510,771,PA4341,,"transcriptional regulator",PA14_56430(510/771),GID3129,PA4341,,,,,,"COG1414|Transcriptional regulator [Transcription]"
PAMr_nr_mas_13_3,E8,13,10,15,4,19,29,,54832,5441833,509,Y,PA14_61010,GID5279,131,255,PA4611,,"hypothetical protein",PA14_61010(131/255),GID5279,PA4611,,,,,,"COG2841|Uncharacterized protein conserved in bacteria [Function unknown]"
PAMr_nr_mas_13_3,E9,13,10,17,4,19,33,,54834,5127878,902,Y,PA14_57570,GID3783,540,594,PA4431,,"cytochrome c reductase, iron-sulfur subun","""iron-sulfur subun""""""","""""""PA14_57570(540/594)""","""PA14_57550*(1287/1290)""""""","""""""GID3783""","""GID6661""""""",PA4431,,,"COG0723|Rieske Fe-S protein [Energy production and conversion]"
PAMr_nr_mas_13_3,E10,13,10,19,4,19,37,,54847,4757979,117,Y,PA14_53640,GID4188,260,519,PA0824,,"hypothetical protein",PA14_53640(260/519),GID4188,PA0824,,,,,,"COG4104|Uncharacterized conserved protein [Function unknown]"
PAMr_nr_mas_13_3,E11,13,10,21,4,19,41,,54850,2817938,272,Y,PA14_32400,GID1451,671,1245,PA2493,mexE,"RND multidrug efflux membrane fusion protein MexE",PA14_32400(671/1245),GID1451,PA2493,,,,,,"COG1566|Multidrug resistance efflux pump [Defense mechanisms]"
PAMr_nr_mas_13_3,E12,13,10,23,4,19,45,,54855,3940535,821,Y,PA14_44290,GID102,65,2733,PA1562,acnA,"aconitate hydratase",PA14_44290(65/2733),GID102,PA1562,,,,,,"COG0066|3-isopropylmalate dehydratase small subunit [Amino acid transport and metabolism]"
PAMr_nr_mas_13_3,F1,13,12,1,4,23,1,,54856,779096,125,Y,EMPTY,,,,,,,PA14_09190*(821/1494),GID6612,,,,,,,
PAMr_nr_mas_13_3,F2,13,12,3,4,23,5,,54864,298823,1080,Y,PA14_03290,GID5161,257,309,PA0979,,"hypothetical protein",PA14_03290(257/309),GID5161,PA0979,,,,,,"COG2963|Transposase and inactivated derivatives [DNA replication, recombination, and repair]"
PAMr_nr_mas_13_3,F3,13,12,5,4,23,9,,54869,4021030,40.1,Y,PA14_45090,GID3631,94,627,PA1495,,"hypothetical protein","""""""PA14_45090(94/627)""","""PA14_45080*(2340/2583)""""""","""""""GID3631""","""GID5719""""""",PA1495,,,,"COG4339|Uncharacterized protein conserved in bacteria [Function unknown]"
PAMr_nr_mas_13_3,F4,13,12,7,4,23,13,,54872,1019882,317,Y,PA14_11770,GID984,860,1395,PA4024,eutB,"ethanolamine ammonia-lyase large subunit",PA14_11770(860/1395),GID984,PA4024,,,,,,"COG4303|Ethanolamine ammonia-lyase, large subunit [Amino acid transport and metabolism]"
PAMr_nr_mas_13_3,F5,13,12,9,4,23,17,,54885,3579463,325,Y,PA14_40170,GID5084,14,324,PA1882,,transporter,"""""""PA14_40170(14/324)""","""PA14_40140*(1340/1389)""""""","""""""GID5084""","""GID5820""""""",PA1882,,,,"COG2076|Membrane transporters of cations and cationic drugs [Inorganic ion transport and metabolism]"
PAMr_nr_mas_13_3,F6,13,12,11,4,23,21,,54888,5501912,730,Y,PA14_61650,GID4144,12,522,PA4661,pagL,"Lipid A 3-O-deacylase",PA14_61650(12/522),GID4144,PA4661,,,,,,
PAMr_nr_mas_13_3,F7,13,12,13,4,23,25,,54893,5130132,611,Y,PA14_57600,GID1916,385,1038,PA4434,,oxidoreductase,"""aldo/keto reductase famil""""""",PA14_57600(385/1038),GID1916,PA4434,,,,,"COG1453|Predicted oxidoreductases of the aldo/keto reductase family [General function prediction only]"
PAMr_nr_mas_13_3,F8,13,12,15,4,23,29,,54898,2891428,617,Y,PA14_33030,GID1062,988,1377,PA2443,sdaA,"L-serine dehydratase","""""""PA14_33030(988/1377)""","""PA14_33020*(519/1566)""""""","""""""GID1062""","""GID6011""""""",PA2443,,,,"COG1760|L-serine deaminase [Amino acid transport and metabolism]"
PAMr_nr_mas_13_3,F9,13,12,17,4,23,33,,54901,4543597,844,Y,PA14_51120,GID1831,447,1113,PA1020,,"acyl-CoA dehydrogenase",PA14_51120(447/1113),GID1831,PA1020,,,,,,"COG1960|Acyl-CoA dehydrogenases [Lipid metabolism]"
PAMr_nr_mas_13_3,F10,13,12,19,4,23,37,,54905,2110928,379,Y,PA14_24300,GID926,549,1368,PA3081,,"hypothetical protein",PA14_24300(549/1368),GID926,PA3081,,,,,,
PAMr_nr_mas_13_3,F11,13,12,21,4,23,41,,54910,5802203,478,Y,PA14_65080,GID215,75,2244,PA4928,,"hypothetical protein","""""""PA14_65080(75/2244)""","""PA14_65070*(2296/2559)""""""","""""""GID215""","""GID6796""""""",PA4928,,,,"COG1032|Fe-S oxidoreductase [Energy production and conversion]"
PAMr_nr_mas_13_3,F12,13,12,23,4,23,45,,54911,4715444,1005,Y,PA14_53190,GID5082,171,306,PA0857,bolA,"morphogene protein BolA",PA14_53190(171/306),GID5082,PA0857,,,,,,"COG5007|Predicted transcriptional regulator, BolA superfamily [Transcription]"
PAMr_nr_mas_13_3,G1,13,14,1,4,27,1,,54934,1887600,741,Y,PA14_21710,GID3906,134,588,PA3270,,"hypothetical protein",PA14_21710(134/588),GID3906,PA3270,,,,,,"COG1670|Acetyltransferases, including N-acetylases of ribosomal proteins [Translation, ribosomal structure and biogenesis]"
PAMr_nr_mas_13_3,G2,13,14,3,4,27,5,,54947,5011333,1247,Y,PA14_56110,GID2187,391,981,PA4319,,"hypothetical protein",PA14_56110(391/981),GID2187,PA4319,,,,,,"COG1300|Uncharacterized membrane protein [Function unknown]"
PAMr_nr_mas_13_3,G3,13,14,5,4,27,9,,54950,5982863,470,Y,PA14_67030,GID3325,733,735,PA5074,,"ABC transporter ATP-binding protein","""ATP-binding protein""""""",PA14_67030(733/735),GID3325,PA5074,,,,,"COG4586|ABC-type uncharacterized transport system, ATPase component [General function prediction only]"
PAMr_nr_mas_13_3,G4,13,14,7,4,27,13,,54958,1976087,317,Y,PA14_22710,GID4023,481,561,PA3208,,"hypothetical protein",PA14_22710(481/561),GID4023,PA3208,,,,,,"COG0778|Nitroreductase [Energy production and conversion]"
PAMr_nr_mas_13_3,G5,13,14,9,4,27,17,,54968,1552008,153,Y,PA14_18090,GID1563,24,1179,PA3573,,"major facilitator subfamily transporter protein",PA14_18090(24/1179),GID1563,PA3573,,,,,,"COG2814|Arabinose efflux permease [Carbohydrate transport and metabolism]"
PAMr_nr_mas_13_3,G6,13,14,11,4,27,21,,54971,5578928,250,Y,PA14_62540,GID968,9,1437,PA4726,cbrB,"two-component response regulator CbrB",PA14_62540(9/1437),GID968,PA4726,"Unknown source. This mutant was picked from well PA14_MrT7_573:E11 but resequencing of the transposon junction of a purified colony showed that it was identical to mutant 54968",,,,,"COG1067|Predicted ATP-dependent protease [Posttranslational modification, protein turnover, chaperones]"
PAMr_nr_mas_13_3,G7,13,14,13,4,27,25,,54972,495849,244,Y,PA14_05580,GID1751,29,1071,PA0429,,"hypothetical protein",PA14_05580(29/1071),GID1751,PA0429,,,,,,
PAMr_nr_mas_13_3,G8,13,14,15,4,27,29,,54993,4575927,611,Y,PA14_51460,GID3477,31,714,PA0993,cupC2,"chaperone CupC",PA14_51460(31/714),GID3477,PA0993,,,,,,"COG3121|P pilus assembly protein, chaperone PapD [Cell motility and secretion / Intracellular trafficking and secretion]"
PAMr_nr_mas_13_3,G9,13,14,17,4,27,33,,55020,4746646,551,Y,PA14_53530,GID2639,645,834,PA0830,,"hypothetical protein",PA14_53530(645/834),GID2639,PA0830,,,,,,"COG3687|Predicted metal-dependent hydrolase [General function prediction only]"
PAMr_nr_mas_13_3,G10,13,14,19,4,27,37,,55025,1617790,392,Y,PA14_18780,GID61,2308,3162,PA3522,,"RND efflux transporter","""""""PA14_18780(2308/3162)""","""PA14_18770*(861/3384)""""""","""""""GID61""","""GID6365""""""",PA3522,,,,"COG0342|Preprotein translocase subunit SecD [Intracellular trafficking and secretion]"
PAMr_nr_mas_13_3,G11,13,14,21,4,27,41,,55040,959146,815,Y,PA14_11080,GID152,667,2535,PA4084,cupB3,"usher CupB3",PA14_11080(667/2535),GID152,PA4084,,,,,,"COG3188|P pilus assembly protein, porin PapC [Cell motility and secretion / Intracellular trafficking and secretion]"
PAMr_nr_mas_13_3,G12,13,14,23,4,27,45,,55046,291617,117,Y,PA14_03250,GID7066,50,1617,,,"hypothetical protein",PA14_03250(50/1617),GID7066,,,,,,,
PAMr_nr_mas_13_3,H1,13,16,1,4,31,1,,55048,1369902,696,Y,PA14_16090,GID934,89,1410,PA3735,thrC,"threonine synthase","""""""PA14_16090(89/1410)""","""PA14_16080*(1379/1488)""""""","""""""GID934""","""GID6424""""""",PA3735,,,,"COG0498|Threonine synthase [Amino acid transport and metabolism]"
